F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
70.46,2928.87,250.9,UK,52.39,-1318.9,16.13,52.74,-8.94,25.18,-47.34,36.42,-1740.94,-556.46,-7875.06,High,1255.89,3,3.22,495.79,27098.94,3744.51,27420.48,19.79,2163.33,2760.24,88.28,-13321.89,26.2,-83.34,-98.42,5.72,45,2,101.53
102.34,1648.11,197.47,Rest,9.37,-420.34,13.06,62.6,-8.15,25.74,16.32,39.48,-1669.62,-889.66,-7649.79,Low,1156.29,3,3.72,629.76,21642.14,3074.58,16843.5,16.3,2931.81,1876.65,64.26,-25033.59,0.01,-33.93,-128.8,8.3,23.04,5,-8.93
293.1,3459.3,208.87,Rest,-31.77,-1024.98,17.55,54.7,-13.04,24.34,7.02,40.22,-2809.04,-832.1,-7173.75,Very high,1860.96,5,2.08,1050.4,15914.86,3397.74,15391.68,19.61,2790.09,2714.52,71.04,-14031.48,0,-132.09,-180.84,9.52,23.31,3,500.99
261.92,2801.25,207.19,UK,30.26,-1245.08,15.5,64.2,-12.73,11.94,43.5,45.16,-234.62,-439.62,-7588.5,Low,1118.16,3,2.32,1196.09,14993.46,4788.96,25918.92,19.85,2195.4,908.94,64.52,-12859.62,0.01,-27.54,-174.22,2.92,6.69,5,58.6
247.54,3693.72,197.37,Rest,-3.67,440.52,16.97,53.86,-12.65,30.26,75.14,47.32,-1687.42,-1392.36,-8638.41,Very low,1872.24,4,2.01,310.77,12076.04,3706.8,34470.63,8.28,1296.42,2902.17,69.3,-2180.01,1.42,-97.08,-258.8,6.12,38.97,1,320.51
314.84,2725.2,183.73,USA,-14.83,-1494.68,17.82,44.72,-3.81,29.46,48.86,35.62,-1831.98,-775.21,-6609.75,Low,2834.1,5,5.47,907.62,14813.5,3289.92,22333.47,18.98,2161.29,1601.94,59.36,-19700.28,5.25,39.39,-208.2,8.28,28.08,9,-8.93
237.34,3089.85,195.2,UK,-47.76,-785.86,12.51,52.6,-10.16,29.28,65.4,40.9,-1413.96,-1053.14,-4466.97,Medium,1584.63,2,2.91,853.97,15528.32,4239.78,16557.27,23.84,119.88,2114.79,68.74,-15283.38,4.04,-51.36,-239.42,14.72,12.75,3,63.03
184.1,3394.56,176.16,Europe,-33.49,-56.78,16.04,28.72,-7.65,29.62,-15.54,38.88,-2058.78,-516.26,-5535.6,Low,3307.86,8,3.49,503.04,4698.42,4305.18,30038.64,18.51,2729.88,1558.47,72.72,-13300.68,0.06,-53.13,-132.9,14.2,23.88,5,113.27
191.1,3874.2,265.16,Europe,-25.34,-416.14,9.74,39.3,-10.97,28.16,116.24,31.34,-1100.46,-865.61,-7204.17,Very high,1889.28,3,3.64,781.52,3836.34,12.33,25712.67,18.14,3151.74,2420.85,57.92,839.25,0.08,-129.03,-287.66,2.74,17.25,6,247.3
233.06,3421.83,197.58,USA,10.47,-1562.98,13.51,51.08,-5.55,25.9,-17.34,35.48,-2347.56,-491.06,-7742.31,Very low,2334.09,4,7.84,1092.37,13844.36,3232.89,16969.17,19.11,4102.05,1776.57,76.86,-18851.88,0.01,-59.07,-159.2,10.6,50.01,2,-8.93
133.84,1637.07,167.81,USA,-9.51,-960.72,20.12,66.14,-9.52,27.24,0.32,46.1,-2152.44,-609.79,-8921.37,Low,2324.34,4,3.65,632.98,22193.26,4221.33,29267.67,16.66,3303.93,3498.99,74.14,-4910.64,12.39,-81.06,-231.68,8.48,29.64,7,-8.93
133.82,3509.37,136.98,Rest,14.58,-538.2,13.22,46.16,-8.81,30.96,67.52,32.74,-1346.8,-723.61,-5279.88,Medium,2767.62,2,4.25,617.04,10908.12,4171.08,33635.82,21.98,3152.76,3744.99,77.32,-2148.6,2.65,20.07,-120.08,3.86,11.04,3,43.12
145.12,3379.26,144.64,UK,-56.22,-386.32,18.1,51.02,-8.08,27.2,-41.24,28.04,-1015.44,-792.02,-7711.65,Very low,2749.62,1,3.44,749.21,4049.26,3022.41,20415.75,12.49,4577.22,3216.57,66.92,-19874.46,0,-9.57,-107.68,5.94,32.55,8,-8.93
252.22,2412.3,204.94,UK,24.02,-262.62,10.87,54.12,-9.87,17.66,8.66,42.5,-15.62,-866.55,-6457.35,High,1270.68,1,4.38,339.36,15643.12,2046.09,24558.48,14.86,3480.66,1313.64,46.6,-13447.56,0.13,-177.18,-118.18,2.56,18.96,2,50.03
175.54,3184.53,199.6,Rest,12.26,-1238.16,14.98,60.26,-8.57,31.16,25.12,51.7,-2252.6,-460.36,-6963.81,Low,1246.62,6,10.57,1068.41,15467.02,1878.63,22156.2,21.61,3711.45,2089.74,54.14,-22858.02,0.13,-50.43,-110.76,8.28,37.5,5,-8.93
213.9,1926.93,210.09,Rest,1.01,-781.92,15.92,48.04,-10.4,29.88,3.46,33.6,-527.3,-796.63,-8023.89,Very high,3355.17,2,8.66,300.96,31167.1,2620.17,25426.2,15.9,2419.29,170.04,94.08,-17648.31,6.13,-166.8,-147.62,0.76,29.04,5,-8.93
108.92,3088.35,239.25,Rest,23.08,-698.08,14.23,53.44,-10.42,29.06,-26.74,67.94,-1683.94,-201.84,-9517.8,High,2369.46,2,4.6,195.05,16249.4,3263.61,20781.72,17.89,3358.17,22.17,65.28,-18084.45,1.53,-28.29,-245.24,6.1,39.39,3,124.39
185.08,2892.66,221,Europe,-61.79,-565.06,20.19,42.1,-11.18,16.82,48.84,32.6,-2228.48,-763.47,-8202.9,High,3602.97,3,4.17,373.82,11063.02,4958.4,18958.98,20.12,3712.26,2736.72,84.38,-20049.87,0.92,-26.82,-215.96,6.66,9.12,7,-8.93
267.74,1903.77,248.08,Rest,-42.95,-1217,8.22,56.28,-16.92,21.82,61.9,34.32,-2628.88,-1042.69,-6766.68,High,2352.57,4,5.3,475.89,9380.88,4015.98,39074.22,20.33,3577.77,2132.19,73.2,-14238.09,10.2,-20.13,-113.04,10.12,30.54,6,210.58
223.6,3546.15,222.99,USA,-1.17,-992.96,28.22,40.88,-11.56,30.08,-26.9,38.88,606.72,-367.41,-4864.23,Very high,3102.75,11,2,892.43,24579.66,3838.17,5533.74,12.32,2935.89,1349.91,75,-2772.9,0.99,-65.67,-183.1,4.82,13.11,4,750.78
245.28,2514.6,245.47,Europe,-29.34,66.02,15.74,53.62,-12.18,19.16,56.28,36.58,-1065.74,-437.53,-7467.42,Medium,2627.1,3,3.49,853.83,25493.22,2184.96,21796.41,17.38,1370.88,1243.62,72.78,-15521.01,9.89,-176.52,-196.28,1,32.07,3,346.12
191.46,3618.84,68.72,Europe,-47.15,-1252.88,15.23,54.42,-7.85,22.96,-137.3,19.4,-2045.76,-683.63,-8763.48,Low,2489.67,5,2.59,754.09,23876.52,2781.66,24513.15,20.36,3353.37,1388.28,71.8,-16101.6,0,-96.27,-132.42,7.4,21.48,3,160.22
184.4,2600.52,190.26,UK,-12.8,-1266.24,14.57,63.24,-10.89,29.9,-32.24,34.98,-872.04,-1350.31,-7560.18,Very high,1531.44,4,4.32,1126.41,20771.54,3831.03,622.2,15.39,4317.12,3465.12,71.2,-20252.7,0.09,-55.2,-96.9,13.22,39.51,1,245.39
190.3,2147.16,176.12,UK,-40.29,512.68,15.49,50.46,-10.45,22.76,-12.2,30.28,-1874.54,-905.88,-7494.9,Very high,3078.21,4,1.86,693.75,239.92,2782.83,8381.58,24.09,2635.86,1906.86,67.84,-3263.58,1.16,-119.55,-122.4,3.44,43.11,5,195.42
148.56,3041.19,196.71,USA,158.93,-868.04,14.1,46.24,-12.36,34.82,85.08,48.78,-1739.92,-516.36,-7285.38,Very low,2085.87,2,1.13,894.08,23794.1,3743.58,36591.21,14.03,3369.78,7115.31,73.46,-15075.3,127.77,-112.71,-216.54,11.86,22.23,5,40.57
65.86,2392.38,217.34,UK,0.41,-134.8,15.71,60.2,-11.27,27.18,77.14,32.62,-1308.42,-928.57,-8449.47,Very low,2066.37,5,4.78,711.31,6345.42,4729.26,31119.99,16.43,2646.84,1115.52,90.24,-5756.22,0.93,-16.53,-223.44,0.72,34.89,4,27.41
124.48,317.31,181.61,Rest,-4.75,-117.42,13.04,62.96,-10.68,22.7,46,42.8,-2273.76,-993.52,-6186.03,High,757.44,2,0.28,827.45,18830,3629.94,31197.75,14.41,1100.76,1833.15,67.16,5044.2,0.58,-17.34,-246.58,1.34,31.89,2,384.78
212.12,3910.71,160.33,USA,-9.19,-529.84,20.7,62.74,-9.91,36.48,19.92,51.38,-1089.56,-1116.17,-6861.78,Low,896.04,4,0.58,491.87,10460.7,4896.57,21968.82,15.94,3681.18,470.13,70.96,-10612.59,0.05,1.08,-170.64,1.98,31.08,5,318.55
200.46,4067.79,215.54,Rest,-51.97,-1037.7,18.53,76.12,-12.64,22.88,86.72,36.48,-1131.14,-1204.53,-8996.67,Very low,2821.59,5,1.95,401.93,14195.06,3363.06,17175.93,11.95,2810.55,1711.86,62.58,-25859.85,0.03,-37.08,-156.62,7.58,34.5,3,258.25
183.46,1263.15,195.09,USA,-98.7,-468.34,13.19,54.72,-7.26,26.86,-50.12,50.36,-1799.32,-903.8,-9080.37,High,1718.49,3,1.52,476.81,15323.48,2535.57,27537.3,23.82,3296.76,1752.93,58.68,-12060.21,45.02,-32.34,-164.78,12.82,23.31,2,469.78
242.14,3826.08,119.95,Europe,-50.24,-1262.54,7.79,45.66,-6.44,31.68,-23.42,29.9,-2412.1,-699.38,-7335.63,Very low,2145.21,4,2.95,1043.09,13980.62,6044.67,25281.84,12.02,3005.1,1168.23,62.54,17910.69,0.64,-130.83,-101.12,16.58,16.5,5,-8.93
133.9,2181.9,90.73,Rest,22.73,142.28,20.65,67.28,-9.77,11.66,-137.74,40,-1548.34,-1315.1,-7025.79,Low,503.1,6,0.69,494.62,14699.94,2252.46,33338.16,18.43,3042.69,1678.95,68.88,-14054.19,1.46,3.33,-199.98,0.96,4.8,3,301.73
124.3,2577.69,168.77,UK,59.32,-577.94,12.35,53.02,-10.06,14.34,121.8,28.56,-1820.08,90.93,-7865.19,Very low,3298.38,4,3.49,1353.19,16738.92,2611.26,28599.81,17.04,2157.18,4304.79,71.84,-9531,2.18,-107.91,-207.16,13.72,46.95,5,-4.31
142.66,2192.94,427.84,UK,-29.29,-275.14,18.1,45.82,-12.45,23.02,-73.36,29.34,-1973.88,-695.24,-6880.32,Medium,1980.87,4,3.37,527.21,13883.54,1451.94,26024.82,18.82,4794.45,276.6,69.74,-24247.44,0.36,-249.6,-138.46,3.46,24.57,4,90.59
167.28,3726.27,180.25,UK,10.24,-1657.74,14.65,52.02,-12.11,24.58,-23.02,31.64,-3374.3,-741.1,-7179.45,Medium,3321.87,4,8.94,1032.16,30922.42,3969.36,22383.12,2.89,3319.59,1726.98,63.9,-19844.79,0.18,-243.84,-203.84,8.96,25.35,3,5.57
186.84,1822.89,232.7,Europe,-51.84,-1297.1,16.13,55.1,-11.11,9.34,-15.74,42.36,-2142.08,-1058.81,-7965.27,High,3790.98,2,3.5,682.18,12870.4,2400.39,18287.01,17.88,3225.93,6274.38,86.66,-14132.04,0.07,-54.57,-230.3,9.48,20.64,5,116.14
75.98,3230.49,208.57,UK,14.68,-1030.76,15.96,47.04,-8.37,33.34,-112.6,35.4,-3159.6,-949.15,-9184.86,Low,2538.78,5,5.13,1088.14,5964.14,3304.02,39848.1,18.76,2991.69,0.54,79.24,-13622.85,0.03,-28.98,-241.46,4.56,22.11,4,-8.93
135.16,2371.86,223.59,Rest,-33.1,-746.82,16.06,44.6,-11.3,13,-23.76,32.5,-2121.58,-425.66,-7020.3,Medium,2000.88,7,1.92,513.54,23416.34,3458.76,25305.57,13.95,3435.12,458.28,80.48,-12040.98,0.25,-213.51,-80.72,6.84,36.45,3,414.11
95.42,3489.24,188.77,Europe,-5.43,-432.02,17.38,56.64,-11.45,36.68,79.2,46.8,-2183.2,-1121.36,-9784.77,Very low,1710.36,4,4.37,478.87,35261.04,3496.77,13225.98,11.22,3170.49,1957.92,66.46,-12394.77,108.08,-165.36,-199.06,10.04,24.87,0,410.24
135.66,2959.86,220.94,Rest,-9.65,-1610.7,17.34,40.9,-7.68,16.78,90.06,34.5,-1836.5,-1356.16,-9472.62,High,1824.27,3,2.24,1265.2,-3844.52,3819,20920.47,16.31,2628.99,273.75,73.14,-6678.09,0.49,-115.41,-255.7,7.2,24.39,2,244.56
190.8,2571.69,179.33,USA,-83.35,-1763,13.76,60.42,-8.21,34.46,-5.76,40.78,-1699.06,-739.18,-7300.02,High,1498.5,4,3.6,1070.56,28675.08,3078.18,31235.79,19.6,3468.84,1345.8,71.88,-3399.96,4.01,-166.89,-178.9,1.04,17.76,5,116.49
74.5,100.8,160.61,Europe,-3.68,-1188.04,11.06,56.74,-3.48,28.08,-22.96,35.44,-1567.7,-1215.6,-6060.84,Medium,2441.31,7,2.94,249.47,17035.16,3656.01,13493.88,24.85,1264.71,1509.33,79.04,-20854.95,0.02,-172.62,-167.58,23.12,26.31,3,132.26
157.56,3283.68,208.23,Rest,-74.16,-1221.68,13.26,51.08,-6.62,10.2,135.68,13.28,-683.46,-1104.9,-6958.26,Very high,2254.83,8,4.91,549.68,15338.56,4233.84,7432.14,18.03,4454.76,-349.44,77.46,-428.34,2.21,-39.93,-192.66,1.12,42.03,3,366.44
59.34,3747.93,252.58,Rest,-124.69,-399.78,11.59,52.86,-9.68,25.4,5.5,-7.78,-1989.76,-702.85,-5710.32,Medium,2315.37,3,4.12,941.01,23158.88,4071.99,25375.08,4.37,1409.37,1117.26,61.62,-5196.87,38.86,-185.34,-223.44,29.08,31.71,2,162.44
189.68,2523.21,157.27,UK,-28.31,-959.54,16.29,44.68,-11.56,27.64,-2.12,51.26,-2097.14,-849.74,-8798.1,Very high,715.2,3,3.48,772.15,-4016.8,2505.18,22111.38,23.3,2362.05,4690.74,70.82,-13191.36,7.46,-23.52,-180.1,11.44,26.46,4,130.62
239.42,3344.19,199.32,Rest,-28.42,-382.56,17.4,59.16,-5.85,27.2,-197.26,35.74,-1768.1,-542.38,-9992.04,Low,1166.61,5,3.25,556.24,12907.94,3168.78,29545.62,15.36,4303.62,1801.89,64.22,-7880.76,0,-204.87,-210.62,12.12,25.41,5,-8.93
282.7,3387.27,199.89,Europe,-8.02,-2612.64,18.97,51.2,-9.3,41.6,-109.46,38.4,-2706.18,-771.77,-4590.33,Very high,3655.05,6,10.8,1070.49,1923.22,3048.87,10765.86,23.43,2128.65,1977.54,70.86,-13181.13,0.47,-164.79,-43.9,14.58,43.11,3,43.21
199.4,3671.4,220.55,UK,61.59,-1093.38,19.27,54.5,-12.16,31.8,96.36,23.28,-1663.1,-1000.52,-9437.91,Medium,4386.39,2,5.92,71.03,-8710.68,3309.12,3456.42,22.03,2207.46,1760.16,70.1,-5127.18,11.87,-82.98,-110.62,4.22,20.07,7,-8.93
162.94,3861.75,197.2,USA,-21.01,-860.96,16.61,55.9,-10.52,31.76,41.8,35.32,-1898.6,-825.2,-8232.6,High,2816.79,8,4.54,386.1,12535.34,2664.18,30979.2,15.9,2199.33,1545.3,71.16,-7356.15,0.22,32.55,-197.7,3.44,10.59,3,704.15
186.3,3208.77,190.92,Europe,137.39,-204.32,10.89,46.72,-5.73,39.84,-16.96,44.96,-2338.76,-1005.21,-6949.59,Low,2317.56,2,6.47,736.37,14644.66,4707.69,28510.65,41.54,3630.48,3150.69,69.62,-10290.9,0.26,-34.89,-144.48,13.44,23.34,1,-8.93
163.52,2269.14,197.54,Europe,-13.56,-489.42,22.22,63.14,-5.92,24.42,47.7,15.1,-2069.9,-849.67,-6992.01,Medium,3380.79,1,3.63,944.66,12630.8,3078.84,19695.3,15.44,1288.83,2124.39,71,-8977.02,1023.07,87.48,-188.02,2.76,18.33,3,-8.93
175.26,2583.63,213.77,USA,3.92,-248.7,17.9,53.44,-13.49,26.94,-7.84,36.8,-1964.3,-1022.79,-7018.08,Very high,1506.54,3,8.68,914.19,13918.92,2103.12,13765.59,20.5,3111.36,-1416.15,61.32,-12675.84,0.88,-159.87,-46.88,11.04,27.21,3,317.76
217.18,3095.01,174.89,UK,-21.66,-103.04,14.68,62.58,-9.11,23.8,-36.4,41.5,-2007.24,-1129.03,-6149.34,Very low,1566.36,4,4.65,537.68,3809.4,4533.75,16863.12,11.15,2267.13,-877.89,73.14,-2085.66,11.32,-98.16,-113.92,7.84,20.52,1,63.29
127.84,3916.89,197.01,Rest,-25.66,-1158.28,16.58,54.32,-5.17,33.04,-84.84,35,-1353.08,-689.66,-6412.44,Low,1471.89,2,2.19,959.09,16641.52,4740.75,39470.61,22.5,1231.59,3336.54,56.42,-17174.88,61.59,-34.86,-216.12,9.5,41.7,4,-8.93
242.84,3356.31,183.02,UK,53.79,-1213.26,17.58,64.32,-10.21,18.26,-25.52,38.72,-2670.86,-888.07,-5939.25,Very high,2855.49,3,0.76,236.78,12756.42,4010.91,19355.76,17.89,2975.28,2158.95,67.08,-2116.5,3.22,-245.91,-161.42,17.32,20.61,4,201.29
43.82,2521.2,106.6,Rest,-27.29,247.26,6.6,43.68,-6.63,30.56,56.74,45.52,-1308.76,-1187.74,-7944.42,Very high,1880.88,4,3.98,461.77,20397.28,5057.79,16635.33,20.21,3068.91,1053.69,78.82,-8916.84,8.19,-129.42,-67.38,7.68,20.07,1,283.52
143.8,1619.91,168.06,Rest,-40.44,-288.84,4.06,52.06,-8.97,29.9,-5.52,32.68,-3329.62,-715.43,-7719.75,Very high,2641.65,5,1.64,555.69,16032.64,3868.65,8777.52,19.95,2989.5,3331.77,52.82,-12885.42,7.54,59.25,-262,29.18,33.48,5,313.7
140,2011.59,168.21,Europe,24.51,-585.44,7.61,81.52,-5.07,16.92,-45.52,41.44,-3045.54,-916.59,-8478.45,Very low,2019.93,2,5.84,747.7,14892.56,2217.51,14086.26,14.76,2031.93,2510.07,68.56,-1719.27,0.44,-58.98,-133.62,5.16,41.82,3,-8.93
202.86,2743.8,219.08,UK,14.34,413.6,21.73,48.98,-7.99,16.94,54.82,52.76,-6.08,-1049.81,-6147.27,High,2085.48,4,6.71,909.16,15950.68,3749.67,23282.55,3.78,2097.57,2914.53,74.96,-29573.37,0.33,-96.36,-48.48,8.48,23.37,2,16.96
224.34,2017.86,201.43,USA,-21.48,-1675.68,16.04,42.74,-9.76,18.24,99.82,25.38,-829.18,-731.07,-8647.89,Very high,2999.91,3,3.85,850.65,14548.24,5635.68,27789.24,18.02,3214.59,3724.83,77.88,-34055.43,114.84,-317.46,-173.18,5.62,15.3,5,84.65
68.3,3217.32,164.11,UK,-33.07,527.82,17.23,54.26,-8.36,45.1,10.82,30.34,-1343.78,-906.75,-8304.75,Very low,2368.92,1,2.81,1437.34,-3002.6,3255.93,25665.12,18.12,2145.78,1754.07,75.06,-16700.85,7.69,-105.27,-270.98,3.44,24.15,8,-8.93
37.88,1770.6,230.13,USA,-4.22,-777.94,19.67,56.98,-12.02,28.52,-39.56,48.8,-2594.22,-603.25,-7084.89,Very low,1913.04,6,1.35,124.08,8419.02,3938.49,28841.01,15.7,834.87,1735.92,91.66,-17086.77,158.33,-0.63,-67.74,14.88,24.66,4,525.16
115.88,763.41,154.06,USA,-31.1,22.3,18.57,53.08,-10.24,31.8,2.26,26.86,-1090.32,-153.93,-8581.32,High,1318.71,4,3.69,467.95,12934.36,3391.74,18923.34,21.64,1341.63,1801.5,69.4,-8549.55,2.78,-61.26,-245.24,4.82,38.04,3,561.96
171.18,1838.16,286.43,Rest,41.09,-876.5,16.76,59.1,-7.06,28.6,-12.4,33.84,-1354.14,-896.75,-8209.29,Medium,1906.2,4,1.96,730.46,15160.74,3143.49,18110.34,18.43,2464.95,972.36,69.56,3320.43,0.67,30.72,-226.66,13.48,20.4,0,343
183,1786.32,98.36,UK,-77.84,-784.92,16.5,48.76,-8.76,25.58,72.8,39.34,-1830.8,-693.55,-7606.08,Very high,1729.74,1,5.23,1101.63,17961.52,2564.34,21924.69,19.01,940.86,2089.47,72.56,-1028.61,0.03,-219.42,-142.84,4.18,26.79,4,17.34
211.88,1559.67,176.71,Rest,-2.85,-556.3,23.47,54.42,-8.15,21.68,-2.48,19.18,-2060.74,-804.74,-7887.27,High,3259.2,3,2.33,924.61,-6586,4017.6,24660.03,20.29,4510.83,3596.13,64.18,13267.26,4.36,-8.07,-242.38,2.98,22.29,2,298.68
188.62,2285.04,20.31,USA,20.74,-470.88,17.19,37.14,-6.27,25.7,37.4,32.1,-1479.46,-1072.73,-6764.13,High,2035.77,4,4.98,741.01,14630.7,2437.89,18332.91,12.16,4225.92,2763.57,73.34,-24398.1,0.46,-161.73,-208.78,5.08,15.63,2,105.97
101.44,3728.46,194.46,UK,-50.47,-618.94,16.85,52.9,-7.98,37.26,-34.52,31.4,-2346.04,-371.42,-7856.97,Medium,2255.88,4,4.4,776.58,3818.44,2706.75,30926.91,14.91,2280.45,1585.05,76.42,3912.63,63.46,-114.3,-229.32,4.16,13.62,1,95.56
45.16,1883.37,196.74,USA,16.47,-267.78,17.96,65.6,-7.02,45.48,-65.9,40.92,-1153.72,-921.1,-6718.41,Very low,1510.95,1,3.18,654.89,19906.28,4442.52,4139.76,16.69,1379.46,300.39,72.84,-8558.97,3.72,-61.68,-180.58,5.82,16.38,5,-8.93
257.1,2845.5,232.1,Europe,13.31,-392.16,16.89,65.9,-13.82,17.78,-12.04,57.32,-1071.84,-1105.07,-7979.49,Medium,3591.45,3,3.87,194.44,-1015.42,1550.16,22056.24,16.02,1498.89,1975.5,66.62,-22800.57,31.25,-183.24,-84.98,5.06,27,4,292.67
167.72,1487.4,273.77,UK,6.1,-1442.02,14.81,40.58,-11.77,38.52,21.8,22.6,1116.16,-1079.86,-8644.56,Very high,2268.33,3,6.52,438.17,14189.88,3451.08,20646.33,18.57,3293.91,1740.39,69.7,-20785.23,2.43,-102.21,-163.56,14.72,21.63,1,130.15
148.46,2570.88,181.4,USA,-18.47,72.66,14.93,51.48,-7.81,31.94,35.04,27.14,-915.88,-283.22,-6063.51,Very high,1610.16,5,2.7,744.25,20629.5,2508.78,13837.32,17.07,2382.96,1689.69,69.94,-21607.29,0.06,-256.47,-184.6,10.34,28.23,2,677.89
152.42,2003.7,175.07,Europe,-8.52,-359.14,13.86,51.52,-8.27,38.86,37.44,34.72,-212.38,-787.02,-7446.81,High,2627.52,5,7,1330.26,18243.52,4135.86,9402.03,22.62,3204.12,1929.87,65.92,-11063.16,0.3,-199.23,-116.54,3.62,27.75,4,43.95
173.34,1907.37,189.86,UK,-43.28,-144.2,18.31,52.44,-10.32,19.76,-35.88,25.36,-1597.52,-416.28,-8275.59,Very low,2347.17,5,1.79,1290.65,5755.34,3146.04,18228.87,20.12,2229.06,2158.74,70.02,-524.4,2.6,-119.13,-190.48,4.54,26.43,6,49.62
161.96,3052.38,221.79,UK,20.91,-726.2,19.74,51.62,-8.11,12.32,-24.54,32.96,-683.28,-1045.13,-9002.28,Very high,3623.49,6,2.49,963.79,16714.18,3715.8,29073.39,18.17,1560.57,-1342.2,68.8,-22817.73,0.26,-123.27,-234.92,4.06,21.33,5,109.43
191.7,3071.88,192.81,Europe,-29.87,-486.92,16.86,53.54,-11.78,19.28,-72.28,35.98,-1762.84,-1054.02,-7487.16,Very low,2215.65,5,2.28,703.94,18880.44,2768.28,20951.76,21.61,2982.57,1852.35,80.6,-13292.76,1.45,-169.71,-107.8,9.5,21.72,5,197.98
254,4045.26,194.6,Rest,110.8,-208.56,13.48,51.04,-7.45,25.96,38.44,34.2,-1560.28,-491.44,-7725.87,Very low,1951.38,2,1.4,1066.57,26821.02,1685.7,35659.68,19.68,2498.16,2408.91,82.3,-8508.72,0.02,-0.09,-111.84,2.28,29.19,8,-8.93
206.26,3305.67,128.9,UK,-16.77,-86.56,17.25,58.66,-4.32,14.88,8.32,35.36,-1514.3,-702.82,-7371.3,Very high,4325.4,8,11.04,864.05,20468.98,1881.15,26322.78,19.34,2592.96,2628.75,68.78,-15041.88,1.01,-87.78,-162.7,3.2,7.5,3,-8.93
141.16,1347.84,129.06,Rest,-58.15,320.22,15.68,57.74,-10.83,21.88,85.16,39.08,-1158.56,-759.08,-7130.76,Medium,1917.93,5,6.09,639.51,7743.46,3572.91,24811.05,7.32,4028.25,1968.66,44.08,-12094.32,15,-72.87,-181.44,7.6,27.27,6,17.91
182.72,4397.43,180.47,Europe,6.78,294.42,7.49,44.38,-8.93,13.68,11.96,44.3,-1578.58,-1228.11,-6414.06,Low,1921.47,7,3.64,877.81,19201.52,3171.72,6794.7,23.28,1868.55,2488.23,68.9,-21898.44,2224.88,25.17,-100.16,4.5,28.83,3,389.71
144.9,2858.52,161.59,Europe,47.71,-718.26,19.79,40.18,-0.81,26.6,-31.26,36.38,-19.34,-843.4,-7592.22,Very high,2008.89,8,4.11,837.97,15858.58,4121.4,18847.71,17.09,2528.94,2120.04,69.44,-26601.42,2.29,155.97,-86.84,3.34,24.57,8,-8.93
161.46,2187.96,364.29,Rest,-6.33,-346.78,14.53,35.36,-9.41,29.76,23.24,41.32,-2375.94,-992.24,-7020.06,Very low,3255.57,5,1.79,296.28,38700.26,2495.16,10666.95,19.9,4007.76,2149.74,74.62,-19761.63,0.2,-119.28,-216.98,0.06,33.3,4,154.56
84.98,3685.05,206.29,USA,-13.46,-2111.86,18.77,64.68,-15.21,31.3,41.04,24.4,-1975.02,-977.05,-7358.46,Low,1822.8,7,1.33,583.5,14090.5,3427.11,23068.92,16.19,4589.76,1115.25,71.92,-20749.53,2.74,-199.32,-121.78,1.44,35.31,4,736.98
194.82,1703.22,203.98,Europe,39.37,-857.8,16.63,47.14,-6.6,13.54,114.74,48.06,-2899.92,-868.73,-6773.58,High,2593.35,4,2.98,845.51,18220.8,4675.89,26361.6,17.57,2817.54,726.87,71.44,-9134.55,0.14,-243.51,-163.18,5.32,21.84,3,209.7
132.94,1904.52,190.62,Rest,-13.43,105.58,14.04,52.84,-8.79,29.18,34.06,14.3,-2872.7,-734.97,-7721.37,Low,2460.33,5,2.65,765.14,6088.92,3770.1,15971.88,20.88,3175.89,1484.55,71.1,-15801.36,52.41,-136.23,-185.02,14.46,31.41,5,96.95
247.72,837.27,184.34,Rest,-27.22,245.56,16.62,59.18,-6.46,25.92,-25.2,32.98,-1421.56,-937.96,-7741.29,High,2323.56,7,2.47,434.49,17636,2550.72,11578.05,17.47,1556.55,-4249.86,70.3,-7692.54,21.48,-181.95,-174.7,5.56,35.91,1,427.55
125.3,2807.13,173.81,Rest,-57.64,-1034.36,16.9,54.56,-5.85,23.72,96.02,26.58,-2044.4,-1029.39,-7711.8,High,2784.33,3,1.44,722.53,16528.34,4608.54,29791.71,21.12,2013.36,2484,70.94,2423.67,0.12,-30.36,-185.42,7.82,22.05,2,216.22
176.56,2428.98,223.75,Europe,-27.49,-871.06,17.73,64.86,-6.04,26.38,-9.38,35.16,-1473.02,-320.77,-6995.01,Medium,4676.91,5,2.28,1163.63,16956.34,2964.93,4147.59,20.42,2577.03,-964.26,69.52,-21709.62,0.11,-50.7,-183.02,3.68,18.03,4,173.11
150.7,3322.11,162.05,Rest,15.72,434.04,12.99,53.32,-10.72,32.04,102.12,33.14,-769.1,-984.89,-7876.11,High,2283.78,3,5.81,957.64,12963.84,2323.74,17600.73,24.17,1161.09,2307.45,67.88,-7854.15,0.02,40.17,-165.44,3.44,15.78,6,24.21
64.38,544.86,215.63,Rest,31.06,599.68,11.32,51.44,-9.88,26.64,132.16,36.78,-1630.34,-1100.71,-7526.61,Medium,2489.19,5,2.8,620.4,13917.12,3285.03,32988.84,18.31,4046.46,652.89,69.02,-5149.8,0.49,-69.78,-121.68,8.38,28.11,5,159.17
