F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
-4.6438,1,12.8088,5.7376,1818.05,4.36178,3.6333,-5966.42,1,9449.58,4.305,-85972.92,1.73,-6832.05,10.044,-0.937,16679.78,-9465.7,-4.9539,,False
-18.27,0,13.3784,6.252,1668.47,4.36493,3.7575,-5140.16,1,9709.44,2.4756,-86018.67,0.73,-5109.75,4.845,-6.69,16790.18,-9713.42,-10.386,,True
-17.24,0,15.036,4.5374,1359.95,5.964,4.897,-5033.12,1,9582.56,1.1163,-86093.325,0.73,-3499.062,4.146,-1.2594,18919.98,-9409.722,-12.54,-11.84,True
-6.412,1,12.695,5.8426,1988.85,4.9922,4.478,-4898.98,0,9682.7,1.8678,-86092.824,0.73,-3761.16,4.332,-3.258,17591.58,-8920.02,-9.294,-12.18,True
-7.712,0,15.044,5.0178,2100.75,4.36177,4.0474,-4593.02,0,9784.12,9.651,-86283.09,0.73,-2954.25,3.6285,-5.152,15876.18,-9275.28,-7.206,,False
-15.84,1,12.4438,6.224,1768.75,5.456,3.8749,-5352.02,0,9642.674,4.092,-86403.57,0.73,-3757.71,1.4424,-7.22,16096.54,-13193.82,-7.0128,,False
-4.7202,0,12.171248,13.248,1569.483,5.452,3.6567,-5702.02,1,10399.44,0.8508,-85866.48,0.73,-3593.7,9.888,-0.5976,18655.98,-9576.04,-5.2311,-11.55,True
-7.85,0,12.5148,6.676,1789.45,4.33829,4.1132,-5624.82,0,10929.04,1.1145,-86032.2,0.73,-8254.05,3.0777,-0.884,19677.98,-9903.02,-5.64,,True
-16,1,12.371,7.578,1804.85,4.35595,3.8277,-5131.4,1,9827.8,13.155,-86102.229,1.73,-7564.05,5.091,-2.3028,16338.16,-9372.1,-8.094,,True
-16.72,0,12.24342,4.2678,2685.35,4.8187,3.9976,-5151.68,1,9548.08,2.1855,-86079.441,0.73,-3722.46,6.579,-1.8624,16361.14,-9477.56,-5.106,,False
-13.93,0,12.5868,4.30102,1784.85,6.065,4.0331,-4906.8,1,9862.64,2.3046,-86032.35,0.73,-3489.135,7.422,-3.43,16180.584,-9560.8,-5.8485,-11.64,False
-11.491,0,12.18574,4.8934,1520.59,5.1722,3.9138,-6599.02,0,9549.8,0.5049,-86220.12,1.73,-3766.26,2.2806,-4.824,22941.98,-10655.02,-4.9128,-11.24,True
-4.6879,1,12.444,7.764,1677.41,4.4189,4.558,-5212.04,0,9753.82,1.8576,-86106.144,0.73,-5707.35,1.857,-1.782,16211.78,-11815.82,-12.282,-10.38,False
-5.639,1,13.4072,6.302,1797.65,4.34085,4.58,-10559.22,0,18404.24,1.2369,-86213.61,1.73,-8521.05,4.548,-0.42886,15188.38,-10246.62,-4.33068,,True
-7.108,1,12.8818,5.4332,1827.75,4.6471,3.63,-6227.42,1,11974.24,0.8745,-86010.27,1.73,-4065.45,3.1764,-0.618,15804.78,-10279.82,-4.6851,-12,True
-15.66,1,12.24346,5.8864,1492.93,5.63,4.697,-4623.62,0,9613.34,5.169,-86063.16,0.73,-3441.51,1.7019,-1.882,16401.38,-9474.62,-5.3334,-12.95,True
-6.073,1,13.2454,5.5394,1971.25,4.55,5.596,-4799.62,0,9652.91,0.8265,-86159.07,0.73,-4086.75,4.11,-5.372,15091.18,-9276.84,-6.0111,-10.92,False
-6.958,0,13.2124,9.466,1567.22,5.1805,3.938,-3614.82,1,9617.78,6.108,-86117.427,0.73,-3364.5,1.6758,-0.6388,16156.988,-8805.42,-4.7739,,False
-26.84,0,12.7284,9.286,1660.34,4.5638,4.603,-4611.22,0,9611.14,1.0014,-86078.931,0.73,-3667.74,4.218,-3.806,16131.64,-9034.82,-6.4878,,False
-31.93,1,13.3378,5.6546,1441.45,5.969,3.7285,-4402.62,0,9473.04,4.005,-85920.78,0.73,-3428.43,4.749,-1.7458,15834.38,-9471.82,-5.1711,,False
-8.676,0,12.99,4.5282,648.15,5.448,4.531,-5006.66,1,9657.872,3.288,-86354.13,1.73,-3402.84,9.141,-2.1062,17104.18,-9455.36,-8.022,-12.62,True
-5.405,0,13.2528,4.5328,3219.35,5.584,3.7224,-5476.62,1,9891.44,0.7581,-86049.66,0.73,-3773.61,2.7252,-1.6746,14474.58,-10080.42,-5.6655,,False
-5.669,1,12.30642,5.9548,1818.75,5.464,3.9867,-4857.02,1,9946.64,6.144,-86067.3,0.73,-3626.52,2.3025,-1.8308,16292.76,-9549.2,-5.094,-13.19,True
-37.72,1,13.075,6.0068,1383.05,5.317,5.218,-5134.08,0,9347.84,5.424,-86148.54,1.73,-3439.47,7.446,-1.1704,16228.68,-9568.62,-5.397,-10.88,False
-25.87,1,12.6628,4.26984,6564.35,5.281,3.7633,-4097.42,1,10085.64,3.495,-86121.978,1.73,-3722.31,2.4165,-1.4602,15894.78,-9340.42,-4.4799,-9.54,False
-28.05,0,12.20028,12.778,1602.61,5.318,3.9093,-4884.28,1,8987.24,1.3056,-86115.657,0.73,-3564.78,6.003,-1.0232,17008.38,-9225.4,-7.611,,True
-35.39,0,12.83,5.4538,1314.25,4.68,4.094,-4857.02,0,9969.84,2.1105,-86041.89,0.73,-2860.05,6.207,-2.0854,15999.24,-9546.62,-8.799,-10.91,False
-11.659,0,12.160058,5.3256,1423.45,4.5052,3.9448,-5071.068,1,10898.64,1.8657,-86119.842,1.73,-3240.12,1.3032,-0.8764,16434.18,-18005.82,-13.119,-12.26,True
-9.107,0,12.7206,4.5968,2968.35,5.2573,3.8043,-3184.22,0,10439.04,2.2965,-86113.152,1.73,-3625.38,4.368,-1.3608,17194.78,-9142.02,-4.5183,-11.88,True
-10.908,1,13.54,5.8448,1452.65,6.266,4.542,-4673.42,1,9609.12,4.074,-86592.87,1.73,-3456.39,3.6192,-0.7118,16633.98,-9442.66,-5.3001,,False
-21.06,1,13.4562,4.5664,2206.65,4.5168,5.624,-4934.88,1,9780.96,3.372,-86089.236,0.73,-3770.97,4.557,-3.016,16619.58,-9388.9,-7.266,-11.35,True
-6.367,0,12.19278,9.676,1543.16,5.595,4.546,-5414.02,1,9489.64,10.845,-86073.417,1.73,-3560.76,10.446,-0.9558,16167.722,-9590.04,-6.1761,,False
-5.579,1,12.877,7.172,1526.01,5.0966,4.106,-4853.62,1,9530.3,5.457,-86315.91,0.73,-3470.37,6.93,-1.7884,16068.06,-9541.2,-4.5219,,False
-7.548,1,12.18258,10.256,1557.84,4.9856,4.3105,-3668.22,0,9703.6,6.018,-86225.76,0.73,-3360.78,4.62,-2.2042,16454.38,-9376.26,-4.5375,-12.91,True
-4.756,1,14.352,4.4514,3203.35,6.52,5.019,-5324.02,1,11193.44,2.3367,-86083.908,1.73,-3655.86,1.38117,-0.7892,16936.18,-14831.82,-7.902,-11.66,True
-8.297,1,12.21224,5.4308,1866.95,4.4081,4.1312,-4898.12,1,9749.12,2.7057,-86026.92,0.73,-3916.05,2.1483,-3.434,15816.78,-9385.032,-8.193,,True
-6.742,1,12.3636,4.26918,3602.35,5.0307,3.6061,-5318.22,0,9527.3,2.7033,-86074.413,0.73,-3819.45,6.657,-2.51,16380.38,-9510.54,-6.156,-11.74,False
-15.36,0,12.21846,4.7056,1632.73,5.728,4.825,-5090.28,1,9815.98,4.89,-86076.705,1.73,-3535.149,8.763,-4.73,16027.68,-9653.62,-15.123,-11.45,True
-10.812,0,12.172266,4.8552,1410.25,5.64,4.559,-5142.6,1,9839.24,5.769,-86065.08,1.73,-3547.59,9.357,-2.2302,16022.34,-9668.22,-12.363,,True
-10.46,1,12.21102,6.0896,1464.65,6.255,3.5899,-5301.42,0,9499.66,6.48,-86118.834,0.73,-3557.22,1.9041,-0.8094,16036.7,-12385.82,-8.493,,False
-14.66,0,19.08,4.818,2344.35,7.787,4.2051,-5070.942,0,9771.98,6.843,-86194.86,0.73,-3574.47,4.161,-3.532,16477.18,-9447.82,-16.914,,True
-22.08,1,16.084,4.566,2042.35,4.7139,3.5915,-5253.74,1,9883.64,8.814,-86138.49,0.73,-3878.25,1.38933,-3.358,16153.854,-16605.82,-7.911,-11.23,True
-28.91,1,12.161249,5.4272,1369.95,4.32718,4.0274,-2917.22,1,9751.6,6.036,-85644.57,1.73,1171.95,4.881,-2.82,16169.548,-9364.64,-4.677,-8.83,False
-13.274,1,12.25996,5.6036,1670.79,5.85,3.9169,-5755.62,1,10132.04,1.0218,-86046.78,0.73,-3614.91,5.376,-1.495,15622.18,-9915.82,-5.3535,-11.85,True
-6.659,0,15.288,4.4272,1249.75,4.8071,4.799,-5555.62,0,9369.44,0.9303,-86197.02,1.73,-3600.69,3.939,-1.627,14669.98,-9789.22,-4.5909,-11.83,False
-5.169,0,13.2284,6.14,1395.75,8.261,4.604,-5316.62,0,8928.44,2.4744,-86056.38,0.73,-3521.07,4.749,-0.757,17014.38,-9838.22,-7.653,-12.46,True
-6.702,0,14.164,4.9646,1444.55,6.347,4.1914,-4835.22,0,9625.858,4.878,-86093.85,0.73,-3434.94,2.1111,-1.4418,16112.84,-9161.82,-8.751,,False
-31.34,1,12.16836,9.942,1523.12,5.0285,6.443,-4626.62,1,10878.04,1.7763,-86078.346,1.73,-3075.75,5.307,-1.5176,16833.98,-9647.62,-6.6633,,True
-10.012,1,12.16517,8.536,1559.41,4.8359,4.3759,-5993.82,1,9101.44,5.019,-86084.538,1.73,-3759.48,6.417,-0.8044,16576.58,-9616.22,-4.9482,,False
-11.346,0,12.4136,5.3034,1319.45,5.1401,3.7648,-4899.26,0,9565.76,3.969,-86073.129,0.73,-3411,2.3847,-0.576,16594.78,-9944.82,-4.6662,,True
-5.298,0,13.4334,4.645,1202.55,4.9649,4.0906,-5212.5,1,9410.44,2.6817,-86020.89,0.73,-3494.4,6.6,-0.8922,16257.68,-9585.28,-5.0376,,False
-9.182,1,12.848,5.2152,2037.05,4.36246,5.211,-5564.22,1,9786.66,3.882,-86058.78,0.73,-7771.05,5.319,-3.886,15864.78,-10004.42,-7.161,,True
-5.853,0,13.5862,5.6312,1753.95,4.36125,3.52123,-5187.1,1,10080.84,2.6628,-86262.69,1.73,-5858.55,3.8364,-1.4272,16021.56,-10082.42,-10.701,,True
-8.292,1,12.18342,4.5736,2014.35,4.678,4.657,-7145.22,1,9856.64,1.4997,-86067.51,1.73,-4137.45,6.717,-1.2106,17612.58,-9671.02,-4.5921,,False
-4.099,0,13.3434,5.7428,1528,4.6642,3.51433,-3329.22,0,9742.68,5.997,-86151.6,1.73,-3296.16,6.795,-4.248,16537.38,-9434.12,-4.3506,-12.21,True
-13.301,0,13.4878,4.4148,2948.35,5.961,4.3848,-4621.22,1,9440.84,2.5911,-86081.772,1.73,-3562.29,1.815,-1.025,16963.78,-7658.62,-5.8692,,False
-31.03,1,14.278,10.142,1659.56,8.132,4.738,-4763.22,0,9750.46,0.5313,-86077.545,1.73,-3535.329,5.904,-8.89,17226.38,-9497.28,-5.2824,,True
-6.975,1,12.8266,6.652,1571.211,5.0038,4.252,-5117.24,0,10148.64,0.8082,-86132.04,0.73,-3476.43,2.3205,-2.526,16439.18,-10989.42,-6.6138,,False
-21.44,1,13.4878,5.1554,1569.889,4.901,4.0623,-4895.96,0,11533.24,2.0298,-86168.16,1.73,-3353.91,9.204,-0.599,17558.38,-9377.9,-8.82,-13.68,True
-9.103,1,13.6332,4.577,2646.35,7.881,5.53,-6635.62,0,9560,3.831,-86129.745,1.73,-3588.57,1.677,-2.71,15866.98,-10679.02,-4.3782,,False
-13.022,1,12.163866,5.0776,1967.05,4.8269,3.7184,-4969.38,1,10841.84,0.7614,-86612.67,1.73,-3723.21,9.456,-0.6544,18403.98,-9408.28,-6.6339,,True
-4.836,0,12.33792,4.638,2643.35,6.438,4.4505,-5237.4,1,9659.66,6.591,-86187.87,0.73,-3657.57,6.18,-2.5,16429.38,-9471.96,-7.446,-10.54,True
-7.97,1,12.5448,4.4974,2359.75,5.615,4.4374,-5199.78,1,9149.64,3.414,-86048.67,1.73,-3721.59,5.244,-0.9204,16897.78,-9529.34,-10.101,,False
-7.816,0,12.35818,4.8564,803.95,6.568,3.8932,-4818.22,0,11550.64,0.37104,-86170.05,0.73,-3329.52,3.6657,-0.6506,17190.38,-9576.64,-9.975,-11.25,False
-5.366,1,18.184,7.278,1703.65,4.8078,5.419,-5896.82,1,9576.94,2.5947,-86130.288,1.73,-4045.95,3.0927,-2.342,16061.44,-9904.22,-4.9551,-10.67,False
-25.18,0,12.415,6.834,1415.45,4.9258,3.54614,-4662.02,1,13480.24,2.0139,-86114.778,0.73,-2970.75,10.053,-0.48792,15792.58,-9467.38,-7.359,-11.18,False
-14.8,1,15.22,10.366,1673.77,4.7674,3.6312,-4777.02,0,9684.4,4.851,-86052.12,0.73,-3793.47,2.781,-2.2262,16074.58,-8953.02,-6.7554,-11.41,False
-27.12,1,13.2864,4.27444,957.05,5.306,3.7785,-4123.42,0,13572.24,6.759,-86083.638,1.73,-3336.57,1.32804,-0.5394,16519.78,-9805.62,-5.085,-11.5,True
-6.435,0,13.2316,4.7528,2347.05,5.606,4.554,-4680.82,1,9110.24,0.6366,-85914,1.73,-3603.9,5.226,-0.8644,18945.98,-9073.82,-6.1635,-9.26,False
-8.469,0,13.7044,4.775,2042.95,5.1256,4.949,-4770.02,0,9816.74,1.9428,-86176.38,0.73,-3561.36,4.425,-3.552,17251.18,-9356.66,-5.892,,True
-11.381,1,12.819,8.322,1697.35,4.5152,3.6627,-5515.02,0,9539.78,3.54,-86016.66,1.73,-4595.55,5.343,-5.238,15831.38,-9413.606,-4.4268,,False
-11.768,0,12.5602,5.7312,1836.55,4.5662,3.565,-5273.82,0,9609.3,6.78,-86341.35,1.73,-4316.85,1.6755,-4.036,16336.58,-9729.22,-5.4462,-13.54,True
-20.02,0,12.28458,5.687,1618.21,5.535,3.591,-4816.62,0,9866.24,9.765,-86062.71,0.73,-3485.967,3.0837,-2.83,16011.7,-9987.02,-5.3037,-9.75,False
-15.33,0,12.160011,9.296,1565.06,5.924,4.4233,-5386.02,1,9580.22,6.534,-86044.62,1.73,-3576.45,2.1522,-1.5208,16071.06,-11089.62,-6.3795,,False
-6.545,1,12.17765,5.1814,2125.85,4.538,4.3371,-4794.02,0,9843.44,6.675,-86029.74,1.73,-4062.75,1.7136,-0.812,16069.52,-8478.22,-6.5412,-11.02,False
-13.077,0,12.6234,4.364,2490.95,6.172,3.7974,-4937.12,1,9897.24,0.5949,-86084.157,1.73,-3480.525,8.619,-3.444,22507.98,-9341.24,-11.814,-11.93,True
-13.537,0,15.268,7.054,1568.909,4.9545,3.47812,-5133.84,1,9631.792,1.0287,-86152.8,1.73,-3682.41,12.507,-3.554,18321.98,-9495.52,-12.561,,False
-4.4685,1,12.6858,4.753,1991.75,4.9862,4.797,-4956.04,1,10000.44,1.89,-84876.87,1.73,-3501.306,4.308,-2.514,17552.78,-9345.22,-10.857,,True
-11.397,0,17.65,6.896,1539.25,5.974,3.843,-4922.64,0,9588.96,4.545,-86147.52,1.73,-3491.979,1.8153,-6.95,15958.58,-10085.82,-6.0507,-11.14,False
-26.68,0,12.26878,5.4206,1206.15,6.003,3.5881,-4998.3,1,10501.84,3.84,-86088.594,0.73,-3358.44,2.7501,-0.909,17243.38,-9529.58,-16.11,-11.25,True
-5.166,1,12.19836,5.3116,1835.85,5.1787,5.425,-11719.22,1,9887.24,6.837,-86079.081,1.73,-3799.77,3.9975,-2.88,16497.18,-9979.02,-4.21395,,True
-4.939,1,12.5166,4.2726,6602.35,4.35156,4.2886,-4446.82,1,10002.04,3.54,-86055.66,1.73,-6257.55,4.731,-1.2138,15872.18,-9305.36,-4.8543,-9.12,False
-61.51,1,12.23956,5.214,1343.65,4.3566,4.969,-5093.54,0,11148.24,1.6548,-88094.07,1.73,-2890.95,2.1969,-0.7932,17260.18,-11037.22,-13.803,-10.91,False
-15.24,0,12.169422,4.7742,1568.584,5.851,4.544,-5161.28,0,10001.44,0.5568,-86093.196,0.73,-3524.739,5.13,-1.5778,19387.98,-9664.82,-5.3838,-12.51,True
-22.8,1,17.726,6.586,1809.35,4.6018,3.55528,-4726.62,0,9606.54,3.219,-85717.17,0.73,-4003.05,2.0589,-2.982,16711.58,-8121.22,-6.0891,-11.19,True
-17.77,0,12.6236,4.30846,131.35,7.478,4.0122,-5540.42,0,9600.82,0.7287,-85968.24,0.73,-3518.733,4.719,-1.4574,19551.98,-9795.62,-5.4276,-11.96,True
-5.571,0,13.1238,5.4672,2007.75,6.002,4.817,-4509.22,0,10451.64,0.6396,-86118.462,1.73,-3613.56,3.0459,-0.44468,20541.98,-8921.82,-4.9458,-11.28,True
-9.285,1,12.28488,4.6706,2552.85,8.357,4.0822,-5184.32,0,9669.06,5.541,-86133.45,1.73,-3588.9,2.0676,-1.591,16512.98,-9849.82,-9.519,-10.88,False
-15.09,1,20.622,5.374,1980.85,8.258,3.9371,-4897.94,0,10047.04,3.0765,-87039.87,1.73,-3529.065,1.9668,-1.8166,16704.38,-8733.02,-8.808,-13.15,True
-20.84,0,15.508,4.5728,2517.55,5.519,3.8264,-5121.64,0,9394.24,0.5568,-86107.11,0.73,-3736.89,1.4142,-0.8632,20813.98,-10482.62,-13.359,,True
-5.924,1,12.18098,10.84,1615.95,4.35581,4.2928,-5359.62,1,10008.64,3.408,-86319.36,0.73,-5412.45,2.346,-2.1882,16646.78,-10459.82,-5.8443,-12.09,True
-10.619,1,18.744,5.344,1903.35,6.775,3.7551,-5171.06,0,9676.16,3.687,-86092.518,1.73,-3613.5,13.764,-3.092,16071.84,-9489.28,-10.104,,False
-5.234,0,12.647,6.276,1752.15,5.528,3.7295,-4619.82,1,9142.44,12.906,-86134.41,0.73,-3583.83,4.98,-0.588,16117.88,-9291.64,-5.4174,-9.99,False
-4.825,1,19.748,8.374,1535.72,6.077,3.51218,-5219.26,0,11562.04,4.032,-86077.956,1.73,-3516.768,1.4562,-0.6742,16668.38,-14865.82,-7.878,-12.04,True
-10.058,1,14.864,5.8522,1709.35,5.911,3.702,-4865.84,0,9530.28,1.7994,-86208.48,0.73,-3543.99,4.1046,-4.518,16854.98,-9077.02,-7.542,,True
-13.719,1,16.036,6.58,1758.45,4.4377,3.8433,-3498.02,0,9387.84,8.235,-86188.83,0.73,-4218.75,2.379,-0.8126,16379.38,-8538.02,-4.4892,,True
-5.887,0,12.6396,8.73,1733.95,4.927,3.8686,-4869.58,1,9938.04,0.7311,-86000.19,0.73,-3763.02,4.491,-2.982,19635.98,-9210.28,-7.5,,True
-28.79,1,12.5158,8.514,1696.85,5.46,4.685,-5284.22,1,10483.24,4.017,-86077.317,0.73,-3746.37,3.8262,-1.0886,16017.98,-9984.62,-7.368,,True
-14.45,0,12.6594,4.23,4346.35,5.125,3.7967,-4522.22,1,11466.64,1.4391,-86093.817,1.73,-3578.22,4.929,-0.49612,17414.78,-9319.74,-5.0451,-12.1,True
-4.749,1,12.504,5.9078,1597.7,6.923,3.6155,-6053.22,1,10107.64,2.1474,-86046.93,0.73,-3549.12,2.2557,-1.95,16148.02,-11423.82,-4.8723,-13.1,True
-15.84,1,12.6654,5.5426,1777.35,4.6842,3.52985,-5528.82,1,9619.394,0.9942,-86290.47,0.73,-4038.45,1.8396,-2.8,16975.18,-10502.02,-5.2362,,False
-44.37,0,12.160044,7.266,1532.58,4.8475,4.115,-5199.8,1,9647.67,1.2435,-88813.47,0.73,-3660.93,3.4974,-2.2322,15588.78,-10241.62,-9.9,,False
-24.53,0,13.599,7.912,1454.15,4.564,4.1604,-3740.62,0,10455.84,2.565,-86178.78,0.73,-2347.05,5.397,-1.0208,15679.38,-9595.16,-4.9392,,False
-37.57,1,12.8722,4.5378,2233.15,4.9208,3.7335,-5580.62,1,9710.32,8.055,-85972.08,0.73,-3798.42,3.906,-2.1466,16234.96,-9716.02,-4.9035,-12.11,False
-20.69,1,13.4842,4.9568,1370.65,6.593,3.9654,-5124.52,1,9813.92,6.234,-86169.78,0.73,-3519.774,4.662,-2.822,16092.42,-10020.02,-13.932,,True
-3.80758,0,12.587,6.446,1473.75,4.3883,5.28,-5291.82,0,9195.84,0.495,-85884.18,1.73,-3950.85,1.3242,-1.4576,22603.98,-12893.82,-6.1863,,True
-6.991,0,13.9392,5.1318,1639.38,4.6251,3.6475,-5080.24,0,9912.04,0.8532,-86069.79,1.73,-3573.39,4.0218,-3.258,15293.18,-9978.42,-11.184,,False
-11.381,1,14.788,4.5712,2401.45,6.416,3.7242,-5741.22,0,8864.64,2.8701,-86080.587,0.73,-3663.24,1.4601,-0.48948,17126.38,-11549.82,-5.5851,,True
-20.26,1,13.7944,5.0552,1357.95,5.884,3.5713,-5045.826,1,9866.64,3.573,-85989.18,0.73,-3462.33,6.027,-2.372,16628.38,-9613.62,-8.862,,True
-33.75,0,12.3974,8.822,1546.27,4.6938,4.548,-5196.6,0,10140.84,5.001,-84103.47,0.73,-3393.87,3.3528,-1.606,16217.04,-10113.62,-4.7733,-11.73,False
-9.223,1,12.176862,4.25632,3030.35,4.4765,3.6182,-6124.42,1,9515.34,1.215,-86153.46,0.73,-4985.55,4.689,-3.144,19097.98,-9641.22,-5.1738,-8.99,False
-4.1011,0,12.19176,12.324,1646.08,6.938,4.698,-5167.84,1,9209.64,5.403,-86173.14,0.73,-3631.62,1.5183,-1.2766,15848.58,-10803.62,-8.988,,False
-34.91,0,16.406,5.0906,1924.95,4.5737,3.9252,-4490.82,1,11146.64,0.66,-86084.25,0.73,-3689.16,4.623,-0.6084,16209.3,-9416.862,-5.0223,,False
-7.983,1,12.176266,7.168,1515.73,4.4745,4.73,-4059.22,0,9594.94,2.5971,-86035.5,0.73,-3100.95,3.1533,-1.4468,15950.58,-9735.02,-4.395,,False
-11.012,1,12.6666,6.0376,1576.619,5.2659,4.0432,-4605.62,0,9989.64,2.538,-86135.82,0.73,-3369.03,1.5042,-0.648,16158.68,-8167.02,-6.6957,,False
-16.19,0,12.4668,9.716,1481.61,5.0089,4.0068,-4705.62,0,9860.24,4.272,-86086.614,1.73,-2953.65,2.484,-3.7,16360.56,-9656.62,-8.199,-11.69,False
-11.688,0,12.19112,5.4088,2030.95,4.6512,3.48312,-5446.02,0,9777.86,10.008,-86172.09,0.73,-4354.95,6.297,-3.832,16105.3,-9673.82,-6.1005,-10.32,False
-8.093,1,12.8138,4.23448,6380.35,4.8369,4.988,-5203.46,0,10469.84,1.5069,-85941.93,0.73,-4033.35,1.34964,-1.161,15842.78,-16125.82,-9.528,,False
-28.76,1,13.6174,4.8272,1211.35,6.412,4.48,-5812.02,0,9035.84,1.5726,-86113.239,0.73,-3585.87,5.301,-0.9582,17766.38,-9849.02,-5.9493,-12.86,True
-4.3262,1,12.20018,4.396,2085.75,5.608,5.271,-4073.82,1,9365.64,0.7548,-86329.38,1.73,-3480.768,5.754,-1.7168,15653.98,-9202.14,-5.1264,,False
-5.527,0,12.3832,6.48,1749.15,4.9944,3.49749,-5823.22,0,9621.02,0.7182,-86093.943,0.73,-3981.15,2.2599,-5.958,15739.38,-10652.22,-5.5464,,False
-15.15,0,12.3812,6.268,1574.117,6.654,4.0811,-5101.32,1,9324.44,3.897,-86151.42,1.73,-3546.06,2.6592,-1.213,16691.38,-9641.22,-9.981,,False
-27.2,1,16.66,7.078,1463.35,4.9987,4.438,-4984.42,0,10504.44,2.367,-86055.9,1.73,-3318.81,2.0427,-0.9008,16793.18,-10696.02,-6.0531,,True
-6.954,1,12.163774,4.9474,1481.6,7.58,5.639,-5710.42,1,9897.04,0.8817,-86108.613,0.73,-3513.789,4.584,-2.878,15587.98,-9982.82,-4.7124,-11.01,True
-5.315,1,12.407,4.24658,4826.35,4.7922,3.469428,-4317.82,0,10170.84,9.3,-86094.732,1.73,-3606.81,2.1114,-1.5204,16373.38,-8937.62,-5.0592,,True
-20.59,1,12.168958,5.4322,1308.25,6.818,3.9414,-5270.02,1,9443.02,0.5022,-86123.754,1.73,-3499.587,1.6647,-1.0978,14433.18,-12595.82,-6.4467,,False
-7.608,1,13.8764,4.7822,2055.45,6.975,4.472,-4748.82,0,9742.56,5.469,-86126.148,1.73,-3525.507,1.5126,-4.466,16468.18,-8640.62,-6.0096,-13.65,True
-13.81,1,13.5852,5.259,1493.74,4.4376,3.6539,-4971.86,1,9586.08,0.45417,-86018.22,1.73,-3491.991,7.638,-0.8794,26765.98,-9416.186,-5.3766,-9.35,False
-17.52,0,12.27826,7.122,1600.73,7.067,4.464,-5371.62,1,9703.6,1.8174,-86124.657,1.73,-3564.27,1.4259,-6.938,17307.78,-14539.82,-6.8184,-11.85,True
-6.523,0,14.0878,5.0116,2030.85,4.4495,4.4063,-5151.24,0,9720.32,4.8,-86046.39,1.73,-5019.75,2.5872,-5.354,16659.98,-10048.02,-12.408,,True
-8.138,0,12.34858,6.174,1535.71,4.947,3.6731,-5760.42,1,9908.64,1.281,-86121.714,1.73,-3564.06,8.544,-3.062,17667.98,-9644.02,-4.8462,,True
-26.23,0,12.20116,4.3258,3639.35,5.2286,3.6449,-4931,0,9615.48,2.4189,-84329.67,0.73,-3666.84,2.9589,-1.7866,16869.18,-9086.82,-6.7437,,True
-21.94,0,12.2757,6.692,1499.27,5.094,3.6381,-5203.8,1,9530,2.3271,-86126.064,1.73,-3567.93,3.3816,-1.107,15975.4,-10171.42,-8.496,-11.01,False
-5.382,0,12.168122,6.446,1772.95,4.7864,3.604,-5259.82,0,10162.24,1.4544,-86897.37,0.73,-4025.25,4.305,-1.429,15836.18,-9905.02,-7.905,-11.13,True
-19.68,1,16.364,4.469,2429.45,6.355,3.6162,-5562.82,1,9358.04,2.8902,-86066.43,1.73,-3628.95,1.40955,-0.734,16808.18,-11551.82,-5.4189,-9.91,False
-17.89,1,14.516,4.9006,1260.05,5.0073,4.0665,-4644.62,0,9523.96,0.8061,-86170.89,0.73,-3366.9,3.7623,-2.572,14922.98,-9600.02,-5.0871,,False
-8.31,0,13.1704,7.968,1512.69,4.5675,4.862,-4844.62,1,9618.562,1.3512,-86362.08,0.73,-3081.75,12.132,-4.132,18299.98,-9382.41,-6.9012,-14.1,True
-15.56,0,13.433,4.23496,5554.35,4.377,4.0074,-6233.82,0,9720.68,0.36621,-86070.81,0.73,-5803.05,5.739,-5.974,12453.98,-9684.82,-4.5249,,False
-11.354,1,12.8306,8.604,1679.95,4.4826,4.3129,-4882.36,1,9493.72,2.6751,-86056.17,0.73,-4085.55,1.9557,-1.1718,16849.38,-8075.22,-7.968,,False
-41.97,0,12.5268,4.7788,1224.25,4.5747,3.7039,-5182.58,1,9543.22,1.266,-84091.77,1.73,-3746.73,14.124,-3.718,17974.38,-9487.9,-9.768,-10.38,False
-6.921,0,12.21248,5.4058,1469.15,6.743,3.6803,-4945.04,0,10115.64,4.821,-86388.15,0.73,-3439.77,2.6733,-1.8832,16040.74,-9982.22,-10.533,-9.47,False
-12.441,1,19.392,4.7894,1538.53,6.307,5.869,-6034.82,1,10098.44,3.999,-86039.16,1.73,-3593.25,1.9458,-1.9218,15741.78,-13559.82,-5.5857,,True
-53.54,0,12.9774,5.3206,1745.85,6.627,3.9251,-4613.82,1,9775.86,1.9245,-86123.202,1.73,-3506.6109,3.2082,-4.844,17446.78,-9348.28,-5.4033,,True
-9.688,1,12.2942,9.676,1640.46,5.314,4.549,-4097.82,0,9796.14,3.579,-86166.6,0.73,-3538.17,2.4405,-3.982,16689.38,-9097.02,-4.8219,-11.47,True
-9.496,0,12.165714,4.5162,1236.35,4.504,4.152,-5510.82,1,9766.12,0.9387,-86138.07,0.73,-4087.35,1.8339,-4.992,19451.98,-12737.82,-6.9522,,True
-10.961,1,13.1342,5.6996,1728.05,6.616,5.871,-5400.22,1,9883.84,0.6132,-86097.738,1.73,-3561.03,7.494,-4.236,12539.98,-9747.22,-5.5893,-11.65,True
